HOUSEID,WTHHFIN,HHVEHCNT,HHFAMINC,INCOME_LOW,INCOME_MID,INCOME_HIGH,WRKCOUNT,DRVRCNT,HOMEOWN,URBRUR,URSIZE,HHR_AGE,HHR_SEX,HHR_EDUC,HTRESDN,GSCOST,GSTOTCST,zero,logsum1,logsum2_old,logsum2,logsum3,logsum4,const,HTRESDN,HTRESDN_1000,HTRESDN_INCOME_LOW,HTRESDN_INCOME_MID,HTRESDN_INCOME_HIGH,BESTMILE,MILE_10K,GSYRGAL,GSCOST,GSTOTCST,COST_PER_MILE,MEAN_COST_10,MEAN_COST
34181829,1019.934888,2,18,0,0,18,2,2,1,1,5,52,1,5,300,3.03,790,0,7.413886506,21.07109433,19.03146844,23.17028048,32.92351889,1,300,0.3,0,0,0.3,14756.58564,1.475658564,261,3.03,790,0.053535419,0.12890408,1.2890408
34192405,28.23213922,2,16,0,16,0,2,2,1,1,1,46,1,3,300,3.03,1609,0,6.277738347,19.6010254,17.5781045,21.62436162,31.07058986,1,300,0.3,0,0.3,0,13032.40373,1.303240373,531,3.03,1609,0.123461491,0.15741124,1.5741124
34240436,823.007693,2,12,12,0,0,1,2,1,1,5,76,1,5,1500,3.02,551,0,6.492512906,19.43758853,17.28061546,18.28385239,29.5743709,1,1500,1.5,1.5,0,0,4661.33334,0.466133334,182,3.02,551,0.118206522,0.15891764,1.5891764
34283835,29.03614672,2,6,6,0,0,0,2,1,0,6,64,1,2,300,3.03,1355,0,6.811838395,20.06067293,18.04265912,20.11586125,30.19363163,1,300,0.3,0.3,0,0,10259.83361,1.025983361,447,3.03,1355,0.132068419,0.15876656,1.5876656
34373932,72.65402133,2,8,8,0,0,1,1,1,1,1,52,1,2,750,3.03,887,0,6.670702345,19.29293414,17.36778076,17.60532205,27.81598069,1,750,0.75,0.75,0,0,5120.19484,0.512019484,293,3.03,887,0.173235595,0.16994108,1.6994108
34379055,369.2931297,2,18,0,0,18,1,2,1,1,5,46,0,5,3000,3.03,2101,0,6.403534827,21.52108217,19.49605027,23.06078967,33.24331458,1,3000,3,0,0,3,14018.08091,1.401808091,694,3.03,2101,0.149877862,0.13331264,1.3331264
34494462,5845.685467,2,12,12,0,0,1,2,0,1,5,37,1,5,1500,3.03,898,0,7.474038202,20.32752198,18.22597141,17.91574366,28.88673745,1,1500,1.5,1.5,0,0,6153.48161,0.615348161,297,3.03,898,0.145933645,0.15549578,1.5549578
34497708,68.80129796,2,16,0,16,0,1,2,1,1,1,44,1,4,300,3.03,1842,0,6.462922523,20.53442112,18.5962915,21.26368282,31.44026596,1,300,0.3,0,0.3,0,17042.16732,1.704216732,608,3.03,1842,0.108084844,0.13778276,1.3778276
34653812,65.31331634,2,13,0,13,0,1,2,1,0,6,66,1,3,50,3.03,1805,0,6.653607154,20.4438777,18.50676211,22.09729995,32.15473071,1,50,0.05,0,0.05,0,9411.37818,0.941137818,596,3.03,1805,0.191789126,0.16789244,1.6789244
34655535,88.3364388,2,18,0,0,18,1,2,1,0,6,50,0,3,300,3.02,657,0,7.16050927,21.10863996,19.07462053,22.93417848,31.15838026,1,300,0.3,0,0,0.3,3987.56191,0.398756191,217,3.02,657,0.164762332,0.1644696,1.644696
34756227,1342.952534,2,17,0,17,0,2,2,1,1,5,48,0,3,1500,3.03,1554,0,6.907137162,20.68828669,18.76758013,21.14926109,32.34139263,1,1500,1.5,0,1.5,0,11365.69128,1.136569128,513,3.03,1554,0.136727275,0.15718292,1.5718292
34851869,5816.778187,2,18,0,0,18,2,2,1,1,4,56,1,5,300,3.05,1076,0,6.971635431,21.19550426,19.24225129,22.86899634,32.30761896,1,300,0.3,0,0,0.3,9886.34733,0.988634733,352,3.05,1076,0.108836961,0.14980504,1.4980504
34924231,739.4486492,2,18,0,0,18,1,2,1,1,5,71,1,4,7000,3.03,4259,0,6.819041647,20.81624281,18.79447632,22.92227527,32.90102031,1,7000,7,0,0,7,22277.88571,2.227788571,1406,3.03,4259,0.191176131,0.13934414,1.3934414
35048639,2894.475059,2,18,0,0,18,2,2,0,1,5,40,1,5,1500,3.02,375,0,7.120782914,21.30221888,19.26054424,23.21440758,32.74119101,1,1500,1.5,0,0,1.5,3081.28465,0.308128465,124,3.02,375,0.121702485,0.1484012,1.484012
35048899,396.846721,2,18,0,0,18,0,2,1,1,5,69,0,3,7000,3.03,1043,0,7.077912258,21.1591584,19.03959153,23.36324252,32.18230305,1,7000,7,0,0,7,9557.31745,0.955731745,345,3.03,1043,0.109131041,0.14794166,1.4794166
35127842,632.8059946,2,15,0,15,0,0,2,1,1,5,27,0,4,1500,3.02,624,0,7.670124202,20.9980631,18.89585851,22.3878217,31.27390047,1,1500,1.5,0,1.5,0,4057.08692,0.405708692,206,3.02,624,0.153804937,0.16217998,1.6217998
35129556,739.3434264,2,18,0,0,18,1,2,1,1,5,62,1,5,3000,3.03,750,0,6.73686236,20.8911783,18.85022773,22.22912397,32.70821182,1,3000,3,0,0,3,4985.6164,0.49856164,248,3.03,750,0.150432753,0.15526648,1.5526648
35220855,19.67846304,2,15,0,15,0,0,2,1,0,6,64,0,5,50,3.03,1594,0,6.805270353,20.55739315,18.54981171,22.0737693,31.65353764,1,50,0.05,0,0.05,0,11945.7335,1.19457335,526,3.03,1594,0.133436762,0.14361836,1.4361836
35280596,86.31263242,2,17,0,17,0,2,2,1,0,6,29,1,5,50,3.03,2236,0,6.575327757,20.21264743,18.18644757,21.04123083,31.79550251,1,50,0.05,0,0.05,0,21130.62386,2.113062386,738,3.03,2236,0.105817983,0.12986986,1.2986986
35380852,455.7456045,2,8,8,0,0,1,2,1,1,5,52,0,3,1500,3.03,1037,0,6.315622922,19.64861158,17.56134064,18.42961339,29.79482217,1,1500,1.5,1.5,0,0,7220.21627,0.722021627,343,3.03,1037,0.143624507,0.14555308,1.4555308
35406752,919.869088,2,18,0,0,18,0,2,0,1,5,46,1,3,1500,3.04,107,0,6.822365233,21.05210004,19.00593435,22.30457075,32.50545009,1,1500,1.5,0,0,1.5,376.22392,0.037622392,35,3.04,107,0.284405095,0.16647364,1.6647364
35409221,153.9041823,2,17,0,17,0,1,1,1,1,5,46,1,3,750,3.02,657,0,6.816027328,20.56814925,18.51584611,21.29080879,33.06225756,1,750,0.75,0,0.75,0,4048.39724,0.404839724,217,3.02,657,0.162286446,0.16194244,1.6194244
35474872,683.562233,2,18,0,0,18,1,2,1,1,5,60,0,3,300,3.03,1182,0,7.157658538,20.93537491,18.9255185,23.45876977,33.91255588,1,300,0.3,0,0,0.3,10111.46891,1.011146891,390,3.03,1182,0.116896962,0.162767,1.62767
35479626,1327.074678,2,18,0,0,18,1,2,1,1,5,45,0,5,1500,3.02,357,0,7.214885252,21.32235273,19.21723228,22.99735236,31.05307669,1,1500,1.5,0,0,1.5,1723.39805,0.172339805,118,3.02,357,0.207148894,0.1537749,1.537749
35790778,458.5915356,2,18,0,0,18,1,2,1,1,5,68,0,4,3000,3.08,1375,0,7.173870819,21.30896356,19.18072955,22.91195665,32.49483711,1,3000,3,0,0,3,8711.78179,0.871178179,447,3.08,1375,0.157832236,0.13908092,1.3908092
35802804,54.12903898,2,18,0,0,18,1,2,1,0,6,50,0,2,300,3.03,1218,0,7.063327694,21.08459548,19.20376966,22.46064612,32.56223,1,300,0.3,0,0,0.3,9205.96736,0.920596736,402,3.03,1218,0.132305488,0.1477576,1.477576
35876739,85.90739287,2,18,0,0,18,1,2,1,1,1,59,1,2,50,3.03,3323,0,6.927812293,21.47956369,19.35987551,22.5678318,31.56928124,1,50,0.05,0,0,0.05,20488.32672,2.048832672,1097,3.03,3323,0.162189917,0.14596726,1.4596726
36010400,78.97709993,2,17,0,17,0,2,3,1,1,5,54,1,3,750,3.03,1797,0,6.972286682,19.87887397,17.76050603,20.91778473,31.37817495,1,750,0.75,0,0.75,0,13419.77767,1.341977767,593,3.03,1797,0.133906838,0.13715936,1.3715936
36011425,64.15801181,2,18,0,0,18,1,2,1,1,5,35,0,4,1500,3.02,398,0,7.058715598,21.40914088,19.27238095,23.4389789,32.84126118,1,1500,1.5,0,0,1.5,2127.57512,0.212757512,132,3.02,398,0.187067425,0.1567355,1.567355
36142057,319.5724755,2,17,0,17,0,0,2,1,0,6,60,1,5,300,3.02,576,0,6.581782417,19.47532735,17.44328364,21.61142413,31.09298855,1,300,0.3,0,0.3,0,3900.35164,0.390035164,191,3.02,576,0.147678992,0.1630098,1.630098
36172782,25.71764243,2,15,0,15,0,0,2,1,0,6,60,1,2,50,3.03,2299,0,6.916563343,19.7352357,17.73403519,22.03547867,31.37997061,1,50,0.05,0,0.05,0,13341.58776,1.334158776,759,3.03,2299,0.172318321,0.1753314,1.753314
36217094,1120.615815,2,17,0,17,0,2,2,1,1,5,35,1,4,7000,3.02,678,0,6.858688798,19.4860863,17.50948086,21.14456367,31.0530467,1,7000,7,0,7,0,4381.05769,0.438105769,224,3.02,678,0.15475715,0.1522043,1.522043
36248995,7.411799031,2,18,0,0,18,0,2,1,0,6,70,1,5,50,3.03,991,0,7.042582883,21.43872151,19.44649727,22.90857961,32.5369919,1,50,0.05,0,0,0.05,5940.4137,0.59404137,327,3.03,991,0.166823398,0.1634834,1.634834
36546280,40.19615822,2,16,0,16,0,1,2,1,0,6,81,0,4,50,3.03,1413,0,6.418488922,20.480671,18.59997823,21.2973143,32.154835,1,50,0.05,0,0.05,0,14155.05913,1.415505913,467,3.03,1413,0.099822967,0.14360914,1.4360914
36614086,3697.13158,2,17,0,17,0,1,2,0,1,5,37,0,5,1500,3.03,2114,0,6.683710482,20.77826421,18.72960795,22.33892177,31.50442185,1,1500,1.5,0,1.5,0,11663.40122,1.166340122,698,3.03,2114,0.181250731,0.13292678,1.3292678
36675292,1596.751264,2,10,10,0,0,1,2,1,1,5,57,1,3,3000,3.05,4870,0,6.607650594,20.25260068,18.15809658,18.73776054,30.62734471,1,3000,3,3,0,0,27979.4069,2.79794069,1594,3.05,4870,0.174056584,0.14518418,1.4518418
36706217,77.91796087,2,18,0,0,18,1,2,1,1,1,38,0,4,750,3.03,1681,0,6.783574008,21.73365148,19.67227267,23.79113723,32.91108568,1,750,0.75,0,0,0.75,15590.09414,1.559009414,555,3.03,1681,0.107824878,0.15699872,1.5699872
36782396,317.1395235,2,13,0,13,0,2,2,0,1,1,49,0,3,300,3.03,1096,0,6.861827867,20.56386113,18.57535998,20.90027098,32.09664875,1,300,0.3,0,0.3,0,6487.20558,0.648720558,362,3.03,1096,0.168947937,0.15888586,1.5888586
37043281,4988.052046,2,18,0,0,18,2,2,1,1,4,65,1,5,1500,3.05,1413,0,7.339837406,20.78217745,18.78393248,23.33037274,32.97953039,1,1500,1.5,0,0,1.5,11517.4702,1.15174702,462,3.05,1413,0.122683191,0.1505947,1.505947
37043825,1582.611276,2,8,8,0,0,2,2,1,1,5,48,1,4,750,3.02,361,0,5.915642331,20.63149441,18.59106638,19.91742342,30.35746676,1,750,0.75,0.75,0,0,1937.17416,0.193717416,120,3.02,361,0.186353921,0.15697912,1.5697912
37095712,118.3801894,2,14,0,14,0,2,2,1,0,6,41,1,2,50,3.03,1232,0,6.480215876,20.03858808,18.08625196,22.17794256,31.18996671,1,50,0.05,0,0.05,0,8521.72211,0.852172211,407,3.03,1232,0.144571717,0.16419814,1.6419814
37439071,45.1841335,2,18,0,0,18,1,2,1,1,5,45,0,5,300,3.02,620,0,7.13292987,20.1785732,18.18332874,22.26803975,32.4419637,1,300,0.3,0,0,0.3,2701.58599,0.270158599,205,3.02,620,0.229494823,0.1537749,1.537749
37475574,396.2831675,2,18,0,0,18,1,2,1,1,5,75,1,5,1500,3.08,1582,0,7.112426904,20.3077933,18.37965979,22.41584653,32.80697479,1,1500,1.5,0,0,1.5,11190.12444,1.119012444,514,3.08,1582,0.141374657,0.1358571,1.358571
37651417,102.5488805,2,18,0,0,18,1,2,1,1,1,32,1,4,750,3.03,1749,0,6.745449438,21.45877223,19.51970838,23.00914166,31.81983336,1,750,0.75,0,0,0.75,10794.32358,1.079432358,578,3.03,1749,0.162029606,0.13592228,1.3592228
37762032,294.3020822,2,8,8,0,0,1,2,1,1,5,79,0,4,1500,3.03,1134,0,7.01991428,19.00329623,16.88805846,16.68697117,28.58186382,1,1500,1.5,1.5,0,0,14794.5421,1.47945421,375,3.03,1134,0.076649888,0.14408406,1.4408406
37792084,537.8697969,2,18,0,0,18,2,2,1,1,5,37,0,4,3000,3.03,1942,0,7.136492141,20.95600132,18.81955012,23.18632291,32.15833254,1,3000,3,0,0,3,9326.31384,0.932631384,642,3.03,1942,0.208228035,0.15197598,1.5197598
37865027,45.49647641,2,17,0,17,0,2,2,1,1,6,27,0,3,300,3.03,1772,0,7.141782469,20.04596596,18.04803901,22.03842551,31.64235968,1,300,0.3,0,0.3,0,20065.22682,2.006522682,585,3.03,1772,0.088311985,0.13479038,1.3479038
37954079,59.97096992,2,18,0,0,18,2,2,1,1,1,57,1,4,300,3.03,1381,0,7.076744298,20.76518795,18.8111692,23.27749656,32.30879701,1,300,0.3,0,0,0.3,8963.2781,0.89632781,456,3.03,1381,0.154073095,0.15373078,1.5373078
38050044,222.9739727,2,16,0,16,0,1,1,1,1,5,34,1,3,7000,3.07,624,0,6.957712606,19.6168894,17.52301369,22.13333073,32.07132301,1,7000,7,0,7,0,2717.21574,0.271721574,203,3.07,624,0.229646837,0.16129336,1.6129336
38195440,1016.962922,2,18,0,0,18,2,2,1,1,5,48,0,5,1500,3.03,1149,0,6.938417224,21.50899852,19.42146807,23.09692751,32.18946738,1,1500,1.5,0,0,1.5,12667.75526,1.266775526,379,3.03,1149,0.090702731,0.12855312,1.2855312
38195981,1060.616112,2,18,0,0,18,2,3,1,1,5,49,1,3,750,3.03,2834,0,6.911143138,21.01505909,18.99369559,22.87633288,32.89760374,1,750,0.75,0,0,0.75,17310.22718,1.731022718,936,3.03,2834,0.163718244,0.13631686,1.3631686
38353455,1147.137997,2,17,0,17,0,2,2,1,1,5,30,0,5,750,3.03,4457,0,7.242767095,19.87947357,17.94950777,20.61500237,31.52147007,1,750,0.75,0,0.75,0,34377.67239,3.437767239,1471,3.03,4457,0.129648103,0.1273776,1.273776
38530256,44.65360556,2,8,8,0,0,0,2,1,0,6,70,0,2,50,3.03,1215,0,6.534599629,20.14460066,18.04093687,18.17898323,27.89908717,1,50,0.05,0.05,0,0,6345.94631,0.634594631,401,3.03,1215,0.191460807,0.1584854,1.584854
38583140,77.60735582,2,18,0,0,18,2,2,1,1,5,62,1,5,750,3.03,938,0,6.975524209,20.92824888,18.93892164,22.94144148,31.69863274,1,750,0.75,0,0,0.75,5023.28556,0.502328556,310,3.03,938,0.186730376,0.15033148,1.5033148
38785953,722.3743857,2,15,0,15,0,1,2,1,1,5,57,1,4,1500,3.03,4227,0,6.352021361,20.12995445,18.18893365,20.87919974,32.66130823,1,1500,1.5,0,1.5,0,30737.42787,3.073742787,1395,3.03,4227,0.13751964,0.13932718,1.3932718
38790265,44.26210077,2,17,0,17,0,0,2,1,1,1,71,0,4,3000,3.03,1012,0,7.319708802,20.68216329,18.68188864,21.33857867,32.82588702,1,3000,3,0,3,0,7142.01993,0.714201993,334,3.03,1012,0.141696608,0.16523294,1.6523294
38831458,1226.220392,2,18,0,0,18,1,2,1,1,5,32,1,4,3000,3.08,1176,0,6.640763177,20.99168076,18.97173055,23.08943763,31.48299345,1,3000,3,0,0,3,9617.67584,0.961767584,382,3.08,1176,0.122274863,0.15647228,1.5647228
38873654,122.47876,2,18,0,0,18,2,2,1,0,6,58,1,3,300,3.03,2191,0,7.148415921,20.82223529,18.77725238,22.70782566,31.67627968,1,300,0.3,0,0,0.3,10861.19507,1.086119507,724,3.03,2191,0.201727341,0.16023652,1.6023652
39155115,1422.175528,2,12,12,0,0,4,4,1,1,5,52,0,4,1500,3.03,1197,0,7.040898891,20.37908843,18.41930395,18.08992511,26.92951051,1,1500,1.5,1.5,0,0,7956.12913,0.795612913,396,3.03,1197,0.150450047,0.14584488,1.4584488
39255622,665.9430498,2,13,0,13,0,1,2,1,1,5,63,1,5,750,3.03,1731,0,7.321489543,20.60188911,18.46125952,21.6521545,31.94838529,1,750,0.75,0,0.75,0,14838.45389,1.483845389,571,3.03,1731,0.116656359,0.13682322,1.3682322
39399115,126.9082094,2,17,0,17,0,1,2,1,1,1,38,1,4,750,3.03,1824,0,6.636451939,20.72850132,18.63773969,20.4911975,31.4818811,1,750,0.75,0,0.75,0,16927.06833,1.692706833,602,3.03,1824,0.107756403,0.15740252,1.5740252
39399900,45.03012157,2,18,0,0,18,1,2,1,0,6,47,0,3,50,3.03,2968,0,6.949136155,20.95973386,18.91489294,23.6478806,31.49561492,1,50,0.05,0,0,0.05,19082.47196,1.908247196,980,3.03,2968,0.155535405,0.14365638,1.4365638
39527776,59.32094891,2,13,0,13,0,2,3,1,0,6,36,0,3,300,3.03,3624,0,6.388398608,20.4949694,18.47691589,20.72254332,32.51112204,1,300,0.3,0,0.3,0,35260.78561,3.526078561,1196,3.03,3624,0.102777063,0.13977524,1.3977524
39593856,1827.99203,2,18,0,0,18,1,2,1,1,5,37,0,5,17000,3.08,1053,0,6.820291635,21.22697181,19.21334887,22.50464878,33.3111607,1,17000,17,0,0,17,7676.86138,0.767686138,342,3.08,1053,0.137165431,0.15307298,1.5307298
39680130,43.83008066,2,4,4,0,0,1,2,1,1,1,70,1,5,300,3.03,1199,0,5.655938888,19.2602784,17.35297063,17.89236283,29.53370743,1,300,0.3,0.3,0,0,7237.97183,0.723797183,396,3.03,1199,0.16565414,0.1616216,1.616216
39683195,6677.933518,2,18,0,0,18,1,2,1,1,5,39,0,5,3000,3.05,1413,0,6.817876562,20.69981,18.59408252,23.54430644,32.31686739,1,3000,3,0,0,3,11573.62354,1.157362354,463,3.05,1413,0.122087952,0.15324846,1.5324846
39711995,100.5099508,2,18,0,0,18,2,2,1,0,6,55,1,5,50,3.03,2593,0,6.809243576,20.6324471,18.6153808,23.32211511,32.23249498,1,50,0.05,0,0,0.05,14084.83521,1.408483521,856,3.03,2593,0.184098711,0.1522973,1.522973
39738442,40.77676951,2,18,0,0,18,2,2,1,1,1,55,0,5,50,3.03,1507,0,6.685948277,20.78678605,18.76389409,23.02103202,31.93647302,1,50,0.05,0,0,0.05,8000.81416,0.800081416,498,3.03,1507,0.188355831,0.1497173,1.497173
39773612,65.48195511,2,17,0,17,0,2,2,1,1,1,44,0,5,750,3.03,1573,0,7.369798074,19.8584113,17.82460559,22.02061691,31.84895852,1,750,0.75,0,0.75,0,11424.42524,1.142442524,520,3.03,1573,0.137687452,0.14915596,1.4915596
39913351,2201.231658,2,7,7,0,0,0,2,1,1,4,68,1,2,1500,3.05,416,0,6.269723352,19.00339902,17.04297495,18.30022296,29.08687299,1,1500,1.5,1.5,0,0,1724.90882,0.172490882,136,3.05,416,0.241172168,0.17668372,1.7668372
39932389,691.0938051,2,18,0,0,18,1,2,1,1,5,52,0,5,7000,3.03,1354,0,6.672628962,21.43531105,19.48224798,22.73409944,32.50462216,1,7000,7,0,0,7,7073.7865,0.70737865,447,3.03,1354,0.191410923,0.15438908,1.5438908
39950918,1158.268364,2,18,0,0,18,2,2,1,1,5,32,0,5,3000,3.03,1317,0,7.32946124,20.33564461,18.27218583,22.44043374,32.49701231,1,3000,3,0,0,3,9525.26361,0.952526361,435,3.03,1317,0.13826389,0.14769928,1.4769928
40061687,177.3826647,2,18,0,0,18,2,2,1,1,5,66,1,4,1500,3.03,1299,0,6.883276673,20.25626008,18.25580874,22.91760493,32.04451029,1,1500,1.5,0,0,1.5,10542.68905,1.054268905,429,3.03,1299,0.123213347,0.13397044,1.3397044
40205481,442.4649954,2,10,10,0,0,0,2,1,1,5,71,1,4,3000,3.03,4241,0,7.024283736,20.04872779,17.97101339,18.35956641,30.50886702,1,3000,3,3,0,0,28903.24919,2.890324919,1400,3.03,4241,0.146730908,0.14750954,1.4750954
40263584,42.52441215,2,8,8,0,0,1,2,1,0,6,44,0,3,750,3.03,10735,0,6.649718843,20.48268674,18.49105135,19.24046807,30.21127245,1,750,0.75,0.75,0,0,50300.07045,5.030007045,3542,3.03,10735,0.213419184,0.14743116,1.4743116
40275998,1206.450335,2,18,0,0,18,1,1,1,1,5,47,1,5,1500,3.03,1840,0,7.504504074,21.62163326,19.64172812,22.6894783,32.6013076,1,1500,1.5,0,0,1.5,20620.38362,2.062038362,607,3.03,1840,0.089232094,0.13340038,1.3340038
40298344,94.59215964,2,18,0,0,18,2,2,1,1,1,40,0,3,750,3.03,1175,0,7.448308061,21.00755729,18.96921769,22.51892092,32.56825423,1,750,0.75,0,0,0.75,8392.75795,0.839275795,388,3.03,1175,0.140001655,0.1560772,1.560772
40455615,52.7651919,2,11,11,0,0,0,1,1,1,6,55,0,4,1500,3.03,1307,0,6.769049724,19.49962119,17.42740552,18.08811524,29.79076954,1,1500,1.5,1.5,0,0,11616.69314,1.161669314,432,3.03,1307,0.112510504,0.1662519,1.662519
40500766,1698.390166,2,18,0,0,18,2,2,1,1,5,41,1,4,1500,3.03,758,0,7.519382873,21.61259836,19.54850589,22.98826386,32.34496241,1,1500,1.5,0,0,1.5,5834.31362,0.583431362,250,3.03,758,0.129921024,0.13177694,1.3177694
40537324,7096.096298,2,16,0,16,0,1,2,0,1,5,35,0,4,7000,3.03,2446,0,6.499024188,20.29947758,18.26319005,21.43482965,30.98161678,1,7000,7,0,7,0,14191.72014,1.419172014,808,3.03,2446,0.172354019,0.1575431,1.575431
40614373,3919.921183,2,16,0,16,0,2,5,0,1,5,46,0,5,1500,3.03,2506,0,6.372601615,19.76670364,17.83390419,21.6173681,31.79403071,1,1500,1.5,0,1.5,0,29620.2655,2.96202655,827,3.03,2506,0.084604238,0.12918524,1.2918524
40625641,563.3030348,2,17,0,17,0,1,2,1,1,5,55,0,3,1500,3.03,1170,0,7.051464972,20.2414869,18.12664566,20.72662472,30.84183368,1,1500,1.5,0,1.5,0,8354.40548,0.835440548,386,3.03,1170,0.140045872,0.1627321,1.627321
40648190,633.7960969,2,18,0,0,18,1,2,1,1,5,81,1,5,1500,3.03,3990,0,7.214151115,21.02553093,18.98160729,23.18158631,32.12334831,1,1500,1.5,0,0,1.5,29565.54274,2.956554274,1317,3.03,3990,0.134954397,0.13638354,1.3638354
40710435,187.4447955,2,8,8,0,0,2,2,0,1,1,53,0,2,300,3.03,3342,0,6.504715235,19.78998246,17.76479985,19.04779207,29.27676336,1,300,0.3,0.3,0,0,21728.28699,2.172828699,1103,3.03,3342,0.15380872,0.14454382,1.4454382
40790147,39.32030091,2,16,0,16,0,0,2,1,1,1,77,1,5,750,3.03,1333,0,6.837025441,20.37550016,18.47152669,21.28483618,31.50837705,1,750,0.75,0,0.75,0,11900.80336,1.190080336,440,3.03,1333,0.112009245,0.16232518,1.6232518
40820727,797.1172159,2,4,4,0,0,1,3,1,1,5,60,1,3,3000,3.03,1527,0,6.890474229,19.82681558,17.91644708,18.00884636,29.37759939,1,3000,3,3,0,0,9473.1814,0.94731814,504,3.03,1527,0.161191888,0.1684202,1.684202
40825012,45.66253842,2,10,10,0,0,1,2,1,1,1,79,0,2,300,3.03,1444,0,6.885067928,19.77352286,17.70127861,18.41742617,27.32055612,1,300,0.3,0.3,0,0,12952.3575,1.29523575,477,3.03,1444,0.111485496,0.15095246,1.5095246
41178827,52.09295105,2,15,0,15,0,2,2,1,1,5,46,0,2,750,3.03,1302,0,6.386365988,19.84628126,17.91292771,21.56903857,32.31848854,1,750,0.75,0,0.75,0,7197.37783,0.719737783,430,3.03,1302,0.180899215,0.14110304,1.4110304
41193389,3548.178031,2,18,0,0,18,1,2,1,1,4,62,0,5,750,3.05,1904,0,7.499124822,21.4172443,19.35529274,23.60909067,32.22363388,1,750,0.75,0,0,0.75,16339.85791,1.633985791,623,3.05,1904,0.116524881,0.13471648,1.3471648
41246726,219.0546993,2,4,4,0,0,1,3,1,1,5,71,1,3,3000,3.08,1619,0,6.145135942,19.96437803,17.81466388,17.08696173,28.25917542,1,3000,3,3,0,0,12384.2494,1.23842494,526,3.08,1619,0.130730571,0.14883534,1.4883534
41296235,63.14828642,2,12,12,0,0,2,2,1,1,1,35,0,2,750,3.02,317,0,7.08251642,19.58549856,17.54658014,17.89850978,29.8124192,1,750,0.75,0.75,0,0,1672.25882,0.167225882,105,3.02,317,0.189563958,0.1618993,1.618993
41325069,104.7329133,2,5,5,0,0,2,2,1,1,1,52,0,3,300,3.03,1029,0,6.304294206,20.66287366,18.55835592,18.53514289,29.72186379,1,300,0.3,0.3,0,0,6086.26231,0.608626231,340,3.03,1029,0.169069282,0.16237948,1.6237948
41393385,77.19667153,2,17,0,17,0,1,2,1,0,6,42,1,3,300,3.03,5026,0,6.935613087,20.0987594,18.24499787,21.39827822,31.54680516,1,300,0.3,0,0.3,0,24804.23738,2.480423738,1659,3.03,5026,0.202626669,0.14362148,1.4362148
41423107,3999.814336,2,18,0,0,18,2,2,1,0,6,42,1,5,300,3.05,1731,0,7.208316867,21.46685019,19.37857481,23.06490134,31.69113224,1,300,0.3,0,0,0.3,18788.60636,1.878860636,567,3.05,1731,0.092130303,0.13060668,1.3060668
41487079,55.12997934,2,18,0,0,18,2,2,1,0,6,44,1,3,50,3.03,2520,0,6.610103524,20.75613547,18.80162942,23.35242083,33.05159558,1,50,0.05,0,0,0.05,19268.75025,1.926875025,832,3.03,2520,0.130781704,0.13845816,1.3845816
41701944,69.73309686,2,18,0,0,18,2,2,1,1,1,50,0,5,50,3.02,627,0,6.657126375,20.84213646,18.94058738,22.91568897,32.02103551,1,50,0.05,0,0,0.05,3066.99138,0.306699138,207,3.02,627,0.204434875,0.1492786,1.492786
41913738,83.93144123,2,18,0,0,18,2,2,1,1,5,39,1,5,300,3.03,1073,0,7.246772365,20.97881383,18.90350539,23.08904313,31.75174755,1,300,0.3,0,0,0.3,8749.08967,0.874908967,354,3.03,1073,0.122641331,0.14831346,1.4831346
42011855,206.3540555,2,18,0,0,18,0,2,1,1,5,65,0,4,300,3.02,603,0,7.078689157,21.15865076,19.0933374,22.76618315,33.34429861,1,300,0.3,0,0,0.3,4439.68,0.443968,200,3.02,603,0.1358206,0.1437527,1.437527
42046914,1308.675297,2,18,0,0,18,2,2,1,1,5,40,0,5,1500,3.03,1461,0,6.645968558,20.73454831,18.65529008,22.98350842,31.91570757,1,1500,1.5,0,0,1.5,10886.17702,1.088617702,482,3.03,1461,0.134206894,0.1484012,1.484012
42139870,2116.578793,2,18,0,0,18,2,2,1,1,5,29,0,3,750,3.05,1472,0,7.292568662,20.71554117,18.79829161,22.76230289,32.52490418,1,750,0.75,0,0,0.75,12152.4996,1.21524996,482,3.05,1472,0.121127344,0.15511206,1.5511206
42162971,1716.760456,2,18,0,0,18,1,2,1,1,5,42,0,5,300,3.03,841,0,6.749672975,20.56855818,18.62133262,23.15828266,31.95998294,1,300,0.3,0,0,0.3,5515.54413,0.551554413,278,3.03,841,0.152478156,0.15351168,1.5351168
42303194,235.1688948,2,18,0,0,18,2,2,1,1,5,45,0,4,1500,3.08,2710,0,7.219766878,20.93486877,18.80879082,22.46983569,31.54405231,1,1500,1.5,0,0,1.5,15399.4323,1.53994323,880,3.08,2710,0.175980513,0.1321279,1.321279
42398293,2897.828743,2,17,0,17,0,1,2,0,0,6,26,0,3,300,3.03,3356,0,7.097058395,21.31296157,19.18018626,21.8666331,32.09588302,1,300,0.3,0,0.3,0,23256.38394,2.325638394,1108,3.03,3356,0.144304463,0.14221764,1.4221764
42426066,106.994011,2,18,0,0,18,2,3,1,1,5,52,1,4,1500,3.03,2802,0,6.76475262,21.33545591,19.20035548,23.44678334,31.70622967,1,1500,1.5,0,0,1.5,15987.55977,1.598755977,925,3.03,2802,0.175261268,0.13274208,1.3274208
