HOUSEID,WTHHFIN,HHVEHCNT,HHFAMINC,INCOME_LOW,INCOME_MID,INCOME_HIGH,WRKCOUNT,DRVRCNT,HOMEOWN,URBRUR,URSIZE,HHR_AGE,HHR_SEX,HHR_EDUC,HTRESDN,GSCOST,GSTOTCST,zero,logsum1,logsum2_old,logsum2,logsum3,logsum4,const,HTRESDN,HTRESDN_1000,HTRESDN_INCOME_LOW,HTRESDN_INCOME_MID,HTRESDN_INCOME_HIGH,BESTMILE,MILE_10K,GSYRGAL,GSCOST,GSTOTCST,COST_PER_MILE,MEAN_COST_10,MEAN_COST
53157843,95.85178658,3,18,0,0,18,0,2,1,1,1,53,0,3,300,3.03,2252,0,7.000254804,20.03066998,18.88753523,23.59423484,32.31718998,1,300,0.3,0,0,0.3,19026.36687,1.902636687,744,3.03,2252,0.118362061,0.1529989,1.529989
53424385,65.45193484,3,17,0,17,0,2,2,1,1,1,60,0,3,750,3.03,2138,0,7.399267243,19.77897118,18.70380343,22.28834655,32.24200295,1,750,0.75,0,0.75,0,19572.05665,1.957205665,706,3.03,2138,0.10923737,0.1456431,1.456431
53641276,202.56894,3,17,0,17,0,1,2,1,0,6,66,1,2,50,3.02,962,0,7.065343914,20.52668145,19.25925618,21.44176695,32.10699735,1,50,0.05,0,0.05,0,3126.72295,0.312672295,318,3.02,962,0.307670368,0.1726788,1.726788
53805537,2850.950403,3,17,0,17,0,1,3,1,1,5,74,1,5,300,3.05,1128,0,7.033364154,19.13577719,17.85340389,21.6033797,31.63825105,1,300,0.3,0,0.3,0,7848.22156,0.784822156,369,3.05,1128,0.143726829,0.14529,1.4529
54081235,45.5048316,3,18,0,0,18,2,4,1,0,6,44,0,5,50,3.03,4525,0,7.17661835,20.62099151,19.21713208,23.10499866,31.74798174,1,50,0.05,0,0,0.05,31878.16694,3.187816694,1493,3.03,4525,0.141946681,0.1241,1.241
54213399,103.374131,3,18,0,0,18,2,3,1,1,1,73,0,5,750,3.03,2172,0,7.005186224,19.90761519,18.83518426,23.53119535,32.91072807,1,750,0.75,0,0,0.75,16851.47592,1.685147592,717,3.03,2172,0.128890787,0.1317059,1.317059
54246034,79.17265597,3,18,0,0,18,2,2,1,0,6,37,0,3,300,3.03,2804,0,7.169763097,21.24156212,19.88473725,23.16962596,31.060272,1,300,0.3,0,0,0.3,20182,2.0182,926,3.03,2804,0.138935685,0.1566369,1.566369
54357677,95.82621515,3,18,0,0,18,2,3,1,1,1,30,1,4,300,3.03,1284,0,6.932467492,20.92209411,19.67828027,22.74460511,31.7203999,1,300,0.3,0,0,0.3,9822.64582,0.982264582,424,3.03,1284,0.130718345,0.1314648,1.314648
54660489,53.50279612,3,18,0,0,18,1,1,1,1,5,50,1,4,1500,3.03,1883,0,6.827652588,20.12139666,18.89643658,23.21591209,31.47252153,1,1500,1.5,0,0,1.5,16013.7409,1.60137409,622,3.03,1883,0.117586516,0.1546847,1.546847
54694167,110.4968387,3,8,8,0,0,1,3,1,1,1,69,1,3,300,3.03,752,0,6.219642105,18.37535373,17.36009192,20.30854383,30.1052782,1,300,0.3,0.3,0,0,5984.80653,0.598480653,248,3.03,752,0.125651514,0.1574716,1.574716
54716313,25.71323549,3,14,0,14,0,2,2,1,0,6,55,0,5,50,3.03,1120,0,6.901010929,20.05927082,18.94037776,21.85231114,31.49819628,1,50,0.05,0,0.05,0,6753.57255,0.675357255,370,3.03,1120,0.165838153,0.1584875,1.584875
54744099,98.28318792,3,10,10,0,0,2,2,1,0,6,53,0,1,50,3.03,1412,0,6.618265728,19.2208916,17.92700066,19.58163771,29.59516499,1,50,0.05,0.05,0,0,8242.10128,0.824210128,466,3.03,1412,0.171315536,0.1732457,1.732457
54839865,897.7100101,3,10,10,0,0,2,2,1,1,5,50,1,4,1500,3.03,1124,0,6.940999663,19.12565339,17.89733472,18.85998707,28.71041979,1,1500,1.5,1.5,0,0,6509.68876,0.650968876,371,3.03,1124,0.172665705,0.1817538,1.817538
55726364,72.73532929,3,18,0,0,18,1,2,1,1,1,55,1,3,750,3.03,1433,0,6.709336405,19.7406515,18.41116623,22.67445648,32.01200969,1,750,0.75,0,0,0.75,11270.73117,1.127073117,473,3.03,1433,0.127143481,0.148531,1.48531
55728573,822.7938214,3,18,0,0,18,1,3,1,1,6,45,0,4,300,3.03,5948,0,6.942112685,19.87793833,18.626885,24.13795178,33.23909681,1,300,0.3,0,0,0.3,30281.60846,3.028160846,1963,3.03,5948,0.196422855,0.1326516,1.326516
55845911,826.2449001,3,18,0,0,18,1,2,1,0,6,44,0,5,300,3.03,1828,0,7.260569164,20.55941022,19.3039169,23.82344531,32.86183585,1,300,0.3,0,0,0.3,13671.72397,1.367172397,603,3.03,1828,0.13370662,0.1573863,1.573863
56186264,10353.32183,3,8,8,0,0,2,3,1,1,4,36,0,4,300,3.05,427,0,6.730465423,18.64512404,17.6136244,20.13437554,30.47853671,1,300,0.3,0.3,0,0,4006.40952,0.400640952,140,3.05,427,0.10657922,0.1412576,1.412576
56204092,524.6294427,3,17,0,17,0,2,4,1,1,5,65,1,3,3000,3.03,1225,0,6.397829913,19.12297,18.04450602,21.14297578,32.02062433,1,3000,3,0,3,0,7605.31938,0.760531938,405,3.03,1225,0.161071474,0.1619086,1.619086
56252712,311.3882117,3,11,11,0,0,0,2,1,1,5,72,1,3,1500,3.02,1025,0,6.373549303,18.26926815,17.34910843,17.00653144,29.37115326,1,1500,1.5,1.5,0,0,4402.74962,0.440274962,339,3.02,1025,0.23280906,0.1710945,1.710945
56501241,14378.94243,3,18,0,0,18,3,3,1,1,4,54,0,5,3000,3.05,4463,0,7.188183013,20.00240144,18.75007355,23.43015405,32.61214947,1,3000,3,0,0,3,27854.43473,2.785443473,1461,3.05,4463,0.160225833,0.1219817,1.219817
56891924,60.84297717,3,18,0,0,18,1,2,1,1,5,59,1,3,1500,3.03,4177,0,7.09641162,20.76386286,19.65227504,22.86138323,32.28687102,1,1500,1.5,0,0,1.5,23007.11041,2.300711041,1379,3.03,4177,0.181552569,0.1495322,1.495322
57256856,91.04393102,3,10,10,0,0,1,3,1,0,6,46,1,3,50,3.03,4581,0,7.052753599,18.38307238,17.42400166,19.68519622,29.60487921,1,50,0.05,0.05,0,0,35363.23684,3.536323684,1512,3.03,4581,0.129541309,0.1525639,1.525639
57287636,52.75938254,3,18,0,0,18,1,3,1,0,6,44,1,4,50,3.03,4218,0,7.325390686,20.49891118,19.07578089,23.39791457,31.6359265,1,50,0.05,0,0,0.05,23596.06261,2.359606261,1392,3.03,4218,0.178758637,0.1499811,1.499811
57307673,1008.398459,3,17,0,17,0,0,2,1,1,5,60,0,4,1500,3.03,1563,0,6.930106092,19.72991426,18.42245808,21.85211345,32.10657648,1,1500,1.5,0,1.5,0,10054.99448,1.005499448,516,3.03,1563,0.155445138,0.1601307,1.601307
57434207,85.15389931,3,18,0,0,18,1,3,1,1,1,46,1,4,750,3.03,3285,0,7.206875583,20.4538071,19.27129471,22.95328577,31.32559144,1,750,0.75,0,0,0.75,38689.30326,3.868930326,1084,3.03,3285,0.084907189,0.1329019,1.329019
57722575,152.9034213,3,10,10,0,0,1,2,1,1,1,28,1,2,300,3.03,2302,0,6.930567763,18.79271696,17.60725659,19.56663721,31.43165404,1,300,0.3,0.3,0,0,16521.97849,1.652197849,760,3.03,2302,0.13932956,0.1513913,1.513913
57852801,71.57748604,3,18,0,0,18,2,3,1,1,5,48,0,3,1500,3.03,834,0,7.180106867,20.40689957,19.08034154,23.53218377,32.82808092,1,1500,1.5,0,0,1.5,6073.886,0.6073886,276,3.03,834,0.13730913,0.1672152,1.672152
58074936,51.76388432,3,12,12,0,0,2,3,1,1,1,41,0,2,300,3.02,955,0,6.700042174,18.76880282,17.52591264,18.05957999,28.3711347,1,300,0.3,0.3,0,0,4435.00903,0.443500903,316,3.02,955,0.215332143,0.1734233,1.734233
58346183,412.8819419,3,18,0,0,18,1,2,1,1,5,51,0,5,750,3.03,1348,0,6.927370446,20.95296274,19.63122492,23.68964148,33.93387231,1,750,0.75,0,0,0.75,8764.98023,0.876498023,445,3.03,1348,0.153793844,0.1490948,1.490948
58409051,729.2989738,3,18,0,0,18,2,2,1,1,5,52,0,3,750,3.03,1300,0,7.168981891,20.99651905,19.60054814,23.17431463,32.31176915,1,750,0.75,0,0,0.75,8099.59418,0.809959418,430,3.03,1300,0.160501868,0.1786072,1.786072
58435032,86.30479954,3,18,0,0,18,2,2,1,0,6,39,1,2,300,3.03,1762,0,7.329959503,19.73509188,18.32017932,23.46516155,32.01572757,1,300,0.3,0,0,0.3,14052.1608,1.40521608,582,3.03,1762,0.125389968,0.1883825,1.883825
58554072,76.94254616,3,17,0,17,0,3,3,1,0,6,34,0,4,300,3.02,487,0,6.674675522,19.08763583,17.91637267,21.5232187,33.20174294,1,300,0.3,0,0.3,0,2611.72544,0.261172544,161,3.02,487,0.186466768,0.1666296,1.666296
58636455,104.6862727,3,18,0,0,18,2,3,1,1,1,39,1,5,750,3.03,916,0,6.464799542,20.786732,19.2896894,23.09206838,33.07859309,1,750,0.75,0,0,0.75,5772.79002,0.577279002,303,3.03,916,0.158675441,0.1589913,1.589913
59262404,1742.849079,3,18,0,0,18,2,3,1,1,5,60,1,4,1500,3.03,650,0,6.766474609,20.62696442,19.25455136,23.78573141,32.42817853,1,1500,1.5,0,0,1.5,7164.68611,0.716468611,215,3.03,650,0.090722746,0.1672332,1.672332
59634168,43.75789774,3,17,0,17,0,3,3,1,0,6,18,1,1,300,3.03,4571,0,6.71633095,19.54707051,18.4583882,22.00559513,32.33239679,1,300,0.3,0,0.3,0,48127.80177,4.812780177,1508,3.03,4571,0.094976289,0.135786,1.35786
59795939,849.259605,3,18,0,0,18,2,2,1,1,5,41,0,5,3000,3.03,1047,0,7.103293647,20.11228036,18.8568188,23.43173685,32.22583532,1,3000,3,0,0,3,8829.92678,0.882992678,346,3.03,1047,0.11857403,0.1416233,1.416233
59944269,1169.891322,3,17,0,17,0,1,2,1,1,5,41,1,3,300,3.02,384,0,7.199445495,19.63240996,18.46928239,21.68123305,31.58353802,1,300,0.3,0,0.3,0,2141.02559,0.214102559,127,3.02,384,0.179353298,0.1816515,1.816515
59949620,52.9211835,3,18,0,0,18,2,2,1,1,1,39,0,4,750,3.03,2721,0,7.233583611,20.34037605,19.09960698,23.421402,32.3471069,1,750,0.75,0,0,0.75,22217.52687,2.221752687,898,3.03,2721,0.122470877,0.1365721,1.365721
60249885,111.6923039,3,3,3,0,0,3,3,1,1,5,49,1,2,300,3.03,3242,0,6.462662458,17.97130633,17.00979199,17.97142789,30.01051939,1,300,0.3,0.3,0,0,19268.26491,1.926826491,1070,3.03,3242,0.168255939,0.1496597,1.496597
60500214,116.8245253,3,18,0,0,18,3,3,1,1,1,52,0,5,750,3.03,3913,0,6.680518361,20.59429141,19.3370422,23.3089117,32.69140213,1,750,0.75,0,0,0.75,30285.44551,3.028544551,1291,3.03,3913,0.129203977,0.1214811,1.214811
60500764,320.4488232,3,18,0,0,18,2,2,1,1,5,69,1,4,750,3.03,996,0,7.048734205,19.9217099,18.85091637,23.962032,32.76142422,1,750,0.75,0,0,0.75,8678.02945,0.867802945,329,3.03,996,0.1147726,0.1440811,1.440811
60521086,96.60132849,3,10,10,0,0,2,2,1,0,6,58,0,3,50,3.03,2377,0,6.370954656,18.06797588,17.04136045,19.30595312,30.73003292,1,50,0.05,0.05,0,0,17891.15925,1.789115925,785,3.03,2377,0.132858915,0.1609898,1.609898
60540902,120.3107085,3,16,0,16,0,1,1,1,1,1,55,1,5,300,3.03,1331,0,6.408717,19.53426381,18.27033264,21.31211619,31.59061533,1,300,0.3,0,0.3,0,11893.47619,1.189347619,440,3.03,1331,0.111910091,0.1546088,1.546088
60592095,93.92797818,3,17,0,17,0,2,2,1,0,6,39,0,4,50,3.03,719,0,6.763004621,19.34577666,18.2388042,21.67963784,31.42024451,1,50,0.05,0,0.05,0,5131.38327,0.513138327,238,3.03,719,0.140118163,0.1832404,1.832404
60813624,289.827687,3,9,9,0,0,1,2,1,0,6,63,0,3,300,3.03,2024,0,7.248150886,19.23990205,18.0469877,19.06486699,30.60340661,1,300,0.3,0.3,0,0,11556.65535,1.155665535,669,3.03,2024,0.175137178,0.1755751,1.755751
60955159,1157.607995,3,18,0,0,18,3,3,1,1,5,54,1,5,1500,3.03,754,0,6.811338162,19.96333298,18.70130231,23.09324127,31.76078915,1,1500,1.5,0,0,1.5,7405.44555,0.740544555,249,3.03,754,0.101816966,0.1577773,1.577773
60971216,739.2006359,3,16,0,16,0,1,2,1,1,5,61,0,5,1500,3.03,2832,0,6.916208416,19.31516356,17.99890672,21.91560385,31.85249408,1,1500,1.5,0,1.5,0,16865.51664,1.686551664,935,3.03,2832,0.167916587,0.1457198,1.457198
61040034,3153.748226,3,18,0,0,18,2,3,1,0,6,52,0,4,50,3.05,1585,0,7.10875787,20.37657746,19.09846152,22.20701785,32.51383108,1,50,0.05,0,0,0.05,14754.47541,1.475447541,519,3.05,1585,0.107425032,0.1752744,1.752744
61232521,23.94367373,3,12,12,0,0,1,2,1,0,6,80,1,5,50,3.03,1440,0,5.706558071,18.73397955,17.63533184,19.12987622,28.97805758,1,50,0.05,0.05,0,0,10888.76961,1.088876961,476,3.03,1440,0.132246347,0.1713717,1.713717
61360321,894.8784151,3,18,0,0,18,2,3,1,1,5,45,0,5,300,3.03,2063,0,7.318767515,20.26361618,19.00757644,23.63024929,31.97468621,1,300,0.3,0,0,0.3,16576.30228,1.657630228,681,3.03,2063,0.124454777,0.1322337,1.322337
61443158,92.70227027,3,18,0,0,18,2,2,1,1,1,38,1,5,300,3.03,3196,0,6.983672701,20.10452036,18.8150241,24.01251777,32.44721896,1,300,0.3,0,0,0.3,24822.86032,2.482286032,1055,3.03,3196,0.128752286,0.1333362,1.333362
61506204,2488.162147,3,18,0,0,18,2,3,1,1,5,45,0,4,1500,3.05,1573,0,6.571884217,19.98375784,18.64427197,23.14193924,32.6087903,1,1500,1.5,0,0,1.5,9810.10822,0.981010822,515,3.05,1573,0.160344816,0.1352193,1.352193
61885655,270.4148073,3,18,0,0,18,1,2,1,1,5,38,1,5,7000,3.08,547,0,7.034365245,20.27780592,18.87782742,23.45896872,33.1166213,1,7000,7,0,0,7,4019.17806,0.401917806,178,3.08,547,0.136097479,0.1741003,1.741003
61895636,50.05971769,3,11,11,0,0,1,2,1,0,6,69,1,3,50,3.02,498,0,7.207414033,18.50863329,17.19490791,18.18233824,28.80277254,1,50,0.05,0.05,0,0,1726.59994,0.172659994,165,3.02,498,0.288428134,0.2036781,2.036781
61963629,36.6610326,3,18,0,0,18,3,3,1,1,1,50,0,5,750,3.03,3105,0,7.426092624,20.454195,19.14897123,23.11750673,32.02720432,1,750,0.75,0,0,0.75,28142.13406,2.814213406,1025,3.03,3105,0.110332784,0.1209805,1.209805
62070784,56.94192496,3,17,0,17,0,2,2,1,1,1,36,0,5,750,3.03,670,0,6.966700652,19.44085339,18.37851826,21.58292092,31.0952932,1,750,0.75,0,0.75,0,6644.51805,0.664451805,221,3.03,670,0.100835003,0.1694603,1.694603
62561862,74.29527519,3,16,0,16,0,1,2,1,0,6,63,0,3,750,3.03,2232,0,7.171016309,19.688992,18.32749044,21.65207211,30.97449208,1,750,0.75,0,0.75,0,16594.86852,1.659486852,737,3.03,2232,0.134499408,0.1622352,1.622352
62833729,572.2137779,3,18,0,0,18,0,2,1,1,5,49,0,5,750,3.03,874,0,6.905199094,20.5145562,19.12010936,23.60661647,32.38572026,1,750,0.75,0,0,0.75,6548.42028,0.654842028,289,3.03,874,0.133467304,0.1460265,1.460265
63405927,59.06139586,3,18,0,0,18,2,2,1,0,6,47,0,2,750,3.02,421,0,6.62553648,20.55977912,19.11706928,23.4283779,33.01135493,1,750,0.75,0,0,0.75,2876.87881,0.287687881,139,3.02,421,0.14633915,0.1903849,1.903849
63425381,66.45638314,3,18,0,0,18,1,3,1,0,6,42,0,3,50,3.02,1242,0,7.179978943,20.59852745,19.39736211,23.10092341,32.87066967,1,50,0.05,0,0,0.05,4809.52329,0.480952329,411,3.02,1242,0.258237652,0.1807255,1.807255
63548301,178.3189509,3,18,0,0,18,3,3,1,1,5,54,1,2,750,3.03,4267,0,7.235097261,20.51963477,19.27980611,23.13986086,31.98398953,1,750,0.75,0,0,0.75,27268.24335,2.726824335,1408,3.03,4267,0.156482394,0.1309385,1.309385
63697003,48.0881239,3,12,12,0,0,2,2,1,0,6,53,0,2,50,3.03,1808,0,7.129064928,18.50423131,17.45272092,19.53917556,30.18577627,1,50,0.05,0.05,0,0,8547.65126,0.854765126,597,3.03,1808,0.211520094,0.1686019,1.686019
63909283,1086.324884,3,18,0,0,18,1,2,1,0,6,56,1,4,300,3.05,2137,0,6.965458938,20.34158185,19.16429271,23.15384456,32.7396575,1,300,0.3,0,0,0.3,20728.9507,2.07289507,700,3.05,2137,0.103092531,0.1558393,1.558393
64305314,53.9044132,3,14,0,14,0,0,3,1,1,1,45,0,4,300,3.03,1522,0,7.26906431,19.27600558,18.04575535,21.82024328,31.28516421,1,300,0.3,0,0.3,0,8649.04914,0.864904914,503,3.03,1522,0.175973101,0.1484727,1.484727
64512019,82.11215891,3,10,10,0,0,1,2,0,0,6,76,0,3,50,3.03,1600,0,6.900384726,18.65578119,17.61215619,18.03270393,27.40881956,1,50,0.05,0.05,0,0,13488.99469,1.348899469,528,3.03,1600,0.118615215,0.1779999,1.779999
64534208,105.9972074,3,18,0,0,18,2,2,1,1,1,69,1,2,50,3.03,845,0,7.00252064,20.5794395,19.26199008,23.11086509,32.64170343,1,50,0.05,0,0,0.05,5961.94359,0.596194359,279,3.03,845,0.141732304,0.1858479,1.858479
64914695,667.8776042,3,17,0,17,0,1,2,1,1,5,57,1,3,3000,3.02,284,0,7.222252622,19.12965164,17.95491068,21.41927153,31.86175261,1,3000,3,0,3,0,1591.56837,0.159156837,94,3.02,284,0.17844034,0.1573969,1.573969
64935186,50.77359951,3,17,0,17,0,2,2,1,0,6,38,0,4,300,3.03,1305,0,7.110794539,19.56887607,18.36698959,21.92196097,32.68149634,1,300,0.3,0,0.3,0,7498.46738,0.749846738,431,3.03,1305,0.174035564,0.1829901,1.829901
65013465,90.74612391,3,18,0,0,18,2,3,1,1,5,56,1,5,300,3.03,2098,0,7.037574704,20.72235791,19.39257343,23.49012068,31.5694821,1,300,0.3,0,0,0.3,17841.29904,1.784129904,693,3.03,2098,0.117592334,0.134987,1.34987
65031843,96.37014236,3,18,0,0,18,1,2,1,1,5,46,0,2,300,3.04,177,0,7.048536707,20.43286324,18.99070189,23.19061958,32.43136646,1,300,0.3,0,0,0.3,479.98237,0.047998237,58,3.04,177,0.368763546,0.1850595,1.850595
65443334,142.9846851,3,18,0,0,18,2,2,1,0,6,61,1,5,50,3.04,498,0,6.923161938,19.90233092,18.63654912,23.08677196,32.61741008,1,50,0.05,0,0,0.05,1368.88095,0.136888095,164,3.04,498,0.363800812,0.1849323,1.849323
66251497,11471.66746,3,6,6,0,0,2,2,0,0,6,41,0,4,300,3.05,4358,0,6.184982812,18.37312002,17.37220309,19.58576418,28.68545354,1,300,0.3,0.3,0,0,25977.72803,2.597772803,1426,3.05,4358,0.167759089,0.1570655,1.570655
66438823,94.65097901,3,18,0,0,18,2,2,1,1,1,40,0,3,50,3.03,1338,0,7.044144163,20.39066827,19.13932347,23.30463811,31.28200986,1,50,0.05,0,0,0.05,7425.28245,0.742528245,442,3.03,1338,0.180195165,0.1473442,1.473442
66498854,56.95513621,3,18,0,0,18,2,4,1,1,5,45,1,4,1500,3.03,1404,0,6.739910224,20.20571103,18.91011577,22.78329904,31.38418462,1,1500,1.5,0,0,1.5,10548.95115,1.054895115,464,3.03,1404,0.133093801,0.1248285,1.248285
66637569,269.0469349,3,18,0,0,18,2,2,0,0,6,33,1,2,300,3.03,945,0,7.206665127,20.3656593,19.08678028,23.18310356,32.49660285,1,300,0.3,0,0,0.3,6714.04113,0.671404113,312,3.03,945,0.140749808,0.1586213,1.586213
66675468,725.3844016,3,18,0,0,18,1,2,1,1,5,62,1,4,300,3.03,2112,0,6.919100453,20.30498211,18.99184755,23.27867214,32.30867546,1,300,0.3,0,0,0.3,16987.04143,1.698704143,697,3.03,2112,0.124330067,0.1548337,1.548337
67448780,115.0121606,3,18,0,0,18,2,2,1,1,5,46,1,4,750,3.02,1079,0,6.925501336,20.38875095,19.10300083,23.27374546,31.75656577,1,750,0.75,0,0,0.75,4525.34624,0.452534624,357,3.02,1079,0.238434794,0.1741198,1.741198
68101523,112.3715993,3,18,0,0,18,2,2,1,0,6,44,1,3,50,3.04,151,0,6.577759799,20.53643605,19.16371634,23.06455558,31.86150451,1,50,0.05,0,0,0.05,550.39892,0.055039892,50,3.04,151,0.27434647,0.1866484,1.866484
68147101,563.3893794,3,18,0,0,18,0,2,1,1,5,78,1,3,3000,3.03,833,0,6.89677316,20.19756938,18.8643264,23.32049811,32.27896556,1,3000,3,0,0,3,7357.22402,0.735722402,275,3.03,833,0.113222052,0.1667926,1.667926
68287799,9323.119312,3,17,0,17,0,3,4,1,1,5,54,1,5,1500,3.05,842,0,7.153544873,19.64952835,18.27334733,21.93488501,31.46415591,1,1500,1.5,0,1.5,0,8126.03835,0.812603835,276,3.05,842,0.103617527,0.1199562,1.199562
68363004,44.96289731,3,18,0,0,18,1,2,1,1,6,45,0,4,50,3.03,2385,0,7.100289477,20.26826744,19.13955336,23.51878817,32.1788308,1,50,0.05,0,0,0.05,15920.76585,1.592076585,787,3.03,2385,0.149804351,0.1505786,1.505786
68736868,43.6662161,3,14,0,14,0,1,2,1,0,6,39,1,1,300,3.02,356,0,6.670019958,19.39566883,18.3355811,21.9504825,31.38377603,1,300,0.3,0,0.3,0,1558.78153,0.155878153,118,3.02,356,0.228383512,0.199653,1.99653
69236244,431.2205791,3,18,0,0,18,2,2,1,0,6,53,0,5,300,3.03,871,0,6.766109957,20.40220755,19.13796015,23.64464115,32.09882526,1,300,0.3,0,0,0.3,6921.72196,0.692172196,288,3.03,871,0.125835739,0.1546705,1.546705
69284982,1585.495327,3,17,0,17,0,2,2,1,0,6,41,0,4,50,3.05,1937,0,7.074386253,19.37663213,18.23028966,21.34063989,31.98702395,1,50,0.05,0,0.05,0,18408.16089,1.840816089,634,3.05,1937,0.105225069,0.1479454,1.479454
69382673,3692.387391,3,18,0,0,18,2,3,1,1,5,39,0,4,1500,3.11,1019,0,7.04444463,20.03422716,18.74291173,23.55363464,32.40292016,1,1500,1.5,0,0,1.5,7414.91344,0.741491344,328,3.11,1019,0.137425745,0.1619769,1.619769
20040385,149.3350285,2,16,0,16,0,1,2,1,1,5,46,1,3,750,3.03,2955,0,6.865396332,19.79614779,17.77145421,21.57121355,31.70279411,1,750,0.75,0,0.75,0,2147.128729,0.214712873,155,3.02,467,0.217499768,0.16234624,1.6234624
20123000,36.35513408,2,18,0,0,18,0,2,1,0,6,75,1,5,50,3.03,1225,0,7.005844693,20.90526461,18.89643015,23.00681011,32.52526069,1,50,0.05,0,0,0.05,7556.634952,0.755663495,327,3.03,989,0.130878361,0.1433721,1.433721
20160425,351.8499085,2,13,0,13,0,1,2,0,1,1,26,0,4,750,3.03,1973,0,6.689000679,19.49610767,17.57735464,21.4552314,33.26159243,1,750,0.75,0,0.75,0,10722.77099,1.072277099,496,3.03,1503,0.140168992,0.15796484,1.5796484
20203827,128.1189131,2,14,0,14,0,1,3,1,0,6,41,1,4,300,3.03,2893,0,6.490047505,20.07247585,18.02738483,21.99890996,32.90020545,1,300,0.3,0,0.3,0,1568.868169,0.156886817,117,3.02,354,0.225640374,0.16145714,1.6145714
20480909,423.0560115,2,18,0,0,18,1,3,1,1,5,38,1,2,3000,3.08,2473,0,6.773844391,21.53963309,19.53493189,23.53658502,31.57581717,1,3000,3,0,0,3,9417.324428,0.941732443,570,3.08,1754,0.186252477,0.16467472,1.6467472
20506779,73.78797828,2,17,0,17,0,1,2,1,1,5,42,0,4,750,3.03,3184,0,7.211829557,20.21483487,18.18509385,21.00521633,32.6389509,1,750,0.75,0,0.75,0,11148.66856,1.114866856,442,3.03,1339,0.120104028,0.15775348,1.5775348
20532125,821.4964371,2,18,0,0,18,2,2,1,0,6,62,0,2,300,3.03,1321,0,7.069506631,20.83959911,18.6503528,22.02607113,32.65520518,1,300,0.3,0,0,0.3,24658.39843,2.465839843,1250,3.03,3788,0.15361906,0.14387548,1.4387548
20640767,34.35272151,2,14,0,14,0,1,2,1,1,1,72,1,5,1500,3.02,431,0,6.818595537,20.1503777,18.15111963,22.11082706,31.79367058,1,1500,1.5,0,1.5,0,3198.793517,0.319879352,206,3.02,624,0.195073548,0.13720908,1.3720908
20776929,4316.356269,2,12,12,0,0,2,2,1,1,4,31,0,3,3000,3.05,2265,0,7.133237457,19.87595946,17.83477174,18.51059437,29.953541,1,3000,3,3,0,0,8032.130973,0.803213097,296,3.05,903,0.112423466,0.15771034,1.5771034
20827027,6218.996718,2,18,0,0,18,2,2,1,1,5,49,1,5,1500,3.06,251,0,7.166853864,20.59040724,18.52828138,23.28847064,32.26152022,1,1500,1.5,0,0,1.5,14645.14955,1.464514955,707,3.05,2159,0.147420823,0.12864086,1.2864086
20853811,26.89538288,2,6,6,0,0,0,2,1,1,1,51,0,2,750,3.02,410,0,6.578899677,19.37953808,17.36009536,18.01538865,29.06063726,1,750,0.75,0.75,0,0,9356.292376,0.935629238,458,3.03,1388,0.148349362,0.15504594,1.5504594
20917786,248.2866905,2,6,6,0,0,2,2,0,1,1,63,1,5,1500,3.03,1318,0,6.47600329,20.06370753,18.00288482,17.88577762,29.02246091,1,1500,1.5,1.5,0,0,19635.47764,1.963547764,574,3.03,1739,0.088564181,0.13471482,1.3471482
20930356,32.32497679,2,14,0,14,0,1,2,1,1,6,76,1,4,1500,3.03,1786,0,6.758344296,19.73575551,17.69432384,21.73011126,31.7672324,1,1500,1.5,0,1.5,0,1427.300109,0.142730011,103,3.03,313,0.219295156,0.16194804,1.6194804
20931531,43.65713185,2,16,0,16,0,2,2,1,1,1,22,0,3,300,3.03,1688,0,6.358753884,20.58308642,18.57076615,20.51019508,31.66861768,1,300,0.3,0,0.3,0,15372.71246,1.537271246,944,3.03,2858,0.18591384,0.13475548,1.3475548
21032042,63.38415575,2,18,0,0,18,1,2,1,1,5,35,1,4,1500,3.03,1316,0,6.979045271,20.99120349,18.90953407,23.75359747,31.7679684,1,1500,1.5,0,0,1.5,16252.75885,1.625275885,731,3.03,2214,0.136223027,0.1361855,1.361855
21036826,295.9609659,2,18,0,0,18,1,2,1,0,6,37,1,4,300,3.03,2788,0,7.366991223,21.12976854,19.03814622,22.83953379,32.17979636,1,300,0.3,0,0,0.3,11811.13684,1.181113684,557,3.03,1687,0.142831298,0.15949098,1.5949098
21048931,1401.432731,2,18,0,0,18,2,2,1,1,5,45,1,4,1500,3.03,1327,0,7.227676852,20.78925057,18.85575597,23.21171547,31.78587191,1,1500,1.5,0,0,1.5,12948.80415,1.294880415,606,3.03,1835,0.141711928,0.1321279,1.321279
21122411,1424.004367,2,10,10,0,0,0,2,1,1,1,73,1,2,750,3.05,919,0,6.439530018,19.3605372,17.41142604,18.0297793,29.28605927,1,750,0.75,0.75,0,0,3364.77452,0.336477452,185,3.05,563,0.167321762,0.17591102,1.7591102
21134955,4447.026175,2,14,0,14,0,1,2,1,1,4,30,0,3,750,3.05,2671,0,6.763523346,20.42081782,18.51875381,22.17205054,31.48591609,1,750,0.75,0,0.75,0,8300.551861,0.830055186,468,3.05,1430,0.172277702,0.16175,1.6175
